estado;sigla;regiao;cidade;populacao;pib;pib_percapita
MATO GROSSO;MT;CENTRO-OESTE;ROSÁRIO OESTE;18497;203422.328125;10997.58007812
MATO GROSSO;MT;CENTRO-OESTE;BOM JESUS DO ARAGUAIA;4792;101233.46875;21125.51953125
MATO GROSSO;MT;CENTRO-OESTE;RONDONÓPOLIS;181902;4862344.0;26730.5703125
MATO GROSSO;MT;CENTRO-OESTE;JUSCIMEIRA;12168;150343.078125;12355.61035156
MATO GROSSO;MT;CENTRO-OESTE;MATUPÁ;15170;249672.71875;16458.3203125
MATO GROSSO;MT;CENTRO-OESTE;JANGADA;8462;97908.1171875;11570.33007812
MATO GROSSO;MT;CENTRO-OESTE;FELIZ NATAL;11170;166344.46875;14892.0703125
MATO GROSSO;MT;CENTRO-OESTE;ALTA FLORESTA;51414;579852.1875;11278.09960938
MATO GROSSO;MT;CENTRO-OESTE;PORTO ESTRELA;4027;40506.87890625;10058.8203125
MATO GROSSO;MT;CENTRO-OESTE;CHAPADA DOS GUIMARÃES;18190;161839.515625;8897.16992188
MATO GROSSO;MT;CENTRO-OESTE;NOVA MARINGÁ;5989;215663.78125;36009.98046875
MATO GROSSO;MT;CENTRO-OESTE;DENISE;11142;112836.2265625;10127.11035156
MATO GROSSO;MT;CENTRO-OESTE;ITIQUIRA;13022;566956.375;43538.3515625
MATO GROSSO;MT;CENTRO-OESTE;PORTO ALEGRE DO NORTE;10109;90140.0703125;8916.80957031
MATO GROSSO;MT;CENTRO-OESTE;DOM AQUINO;8498;224333.046875;26398.33984375
MATO GROSSO;MT;CENTRO-OESTE;GLÓRIA D'OESTE;3185;35419.9140625;11120.84960938
MATO GROSSO;MT;CENTRO-OESTE;GUIRATINGA;14523;197953.296875;13630.33007812
MATO GROSSO;MT;CENTRO-OESTE;ALTO ARAGUAIA;14611;753334.4375;51559.3984375
MATO GROSSO;MT;CENTRO-OESTE;NOVO MUNDO;7216;100880.3984375;13980.09960938
MATO GROSSO;MT;CENTRO-OESTE;BARRA DO GARÇAS;55120;741355.375;13449.83984375
MATO GROSSO;MT;CENTRO-OESTE;INDIAVAÍ;2679;46319.65625;17289.91015625
MATO GROSSO;MT;CENTRO-OESTE;NOVA CANAÃ DO NORTE;13237;194756.0625;14713.00976562
MATO GROSSO;MT;CENTRO-OESTE;NORTELÂNDIA;6272;69248.6640625;11040.91992188
MATO GROSSO;MT;CENTRO-OESTE;JUÍNA;39708;450454.84375;11344.1796875
MATO GROSSO;MT;CENTRO-OESTE;SANTO ANTÔNIO DO LESTE;3573;240566.609375;67329.03125
MATO GROSSO;MT;CENTRO-OESTE;PORTO ESPERIDIÃO;9850;113256.625;11498.12988281
MATO GROSSO;MT;CENTRO-OESTE;NOVA UBIRATÃ;8372;440926.96875;52666.859375
MATO GROSSO;MT;CENTRO-OESTE;SANTA TEREZINHA;7690;73279.421875;9529.1796875
MATO GROSSO;MT;CENTRO-OESTE;TANGARÁ DA SERRA;81960;1315683.25;16052.75
MATO GROSSO;MT;CENTRO-OESTE;SANTA CRUZ DO XINGU;2357;36023.68359375;15283.70019531
MATO GROSSO;MT;CENTRO-OESTE;ITAÚBA;4585;95909.21875;20918.0390625
MATO GROSSO;MT;CENTRO-OESTE;ARENÁPOLIS;9903;81260.3125;8205.62988281
MATO GROSSO;MT;CENTRO-OESTE;ÁGUA BOA;20276;367902.125;18144.7109375
MATO GROSSO;MT;CENTRO-OESTE;PONTAL DO ARAGUAIA;5322;42808.26953125;8043.64013672
MATO GROSSO;MT;CENTRO-OESTE;PEIXOTO DE AZEVEDO;30363;220627.171875;7266.31982422
MATO GROSSO;MT;CENTRO-OESTE;PORTO DOS GAÚCHOS;6383;134702.203125;21103.26953125
MATO GROSSO;MT;CENTRO-OESTE;COLÍDER;32096;338273.46875;10539.4296875
MATO GROSSO;MT;CENTRO-OESTE;SANTA RITA DO TRIVELATO;2751;272048.4375;98890.75
MATO GROSSO;MT;CENTRO-OESTE;TERRA NOVA DO NORTE;15190;134435.46875;8850.25976562
MATO GROSSO;MT;CENTRO-OESTE;BARÃO DE MELGAÇO;7851;59532.46484375;7582.79003906
MATO GROSSO;MT;CENTRO-OESTE;NOVA XAVANTINA;19398;223776.71875;11536.0703125
MATO GROSSO;MT;CENTRO-OESTE;PRIMAVERA DO LESTE;46933;1969609.0;41966.3984375
MATO GROSSO;MT;CENTRO-OESTE;COLNIZA;31597;299267.5;9471.38964844
MATO GROSSO;MT;CENTRO-OESTE;CONQUISTA D'OESTE;3289;38263.3828125;11633.74023438
MATO GROSSO;MT;CENTRO-OESTE;ARIPUANÃ;20511;342075.71875;16677.66992188
MATO GROSSO;MT;CENTRO-OESTE;ARAGUAINHA;1115;11522.66308594;10334.23046875
MATO GROSSO;MT;CENTRO-OESTE;BRASNORTE;15089;399421.90625;26471.0703125
MATO GROSSO;MT;CENTRO-OESTE;CASTANHEIRA;8059;95436.4765625;11842.21972656
MATO GROSSO;MT;CENTRO-OESTE;PARANATINGA;21424;381964.625;17828.8203125
MATO GROSSO;MT;CENTRO-OESTE;BARRA DO BUGRES;34349;417087.21875;12142.62988281
MATO GROSSO;MT;CENTRO-OESTE;CAMPOS DE JÚLIO;5223;624462.375;119560.1015625
MATO GROSSO;MT;CENTRO-OESTE;NOVA BRASILÂNDIA;4902;45290.41796875;9239.16992188
MATO GROSSO;MT;CENTRO-OESTE;LUCIARA;2467;19378.42382812;7855.06005859
MATO GROSSO;MT;CENTRO-OESTE;PONTE BRANCA;1804;22615.87109375;12536.50976562
MATO GROSSO;MT;CENTRO-OESTE;VILA RICA;20075;273845.75;13641.12988281
MATO GROSSO;MT;CENTRO-OESTE;CARLINDA;12097;94468.9921875;7809.29003906
MATO GROSSO;MT;CENTRO-OESTE;CONFRESA;22606;249418.96875;11033.30957031
MATO GROSSO;MT;CENTRO-OESTE;CÁCERES;87261;852738.875;9772.28027344
MATO GROSSO;MT;CENTRO-OESTE;TESOURO;3205;60791.4921875;18967.69921875
MATO GROSSO;MT;CENTRO-OESTE;SANTO ANTÔNIO DO LEVERGER;20412;190544.265625;9334.91015625
MATO GROSSO;MT;CENTRO-OESTE;ALTO TAQUARI;6505;507250.8125;77978.6015625
MATO GROSSO;MT;CENTRO-OESTE;LAMBARI D'OESTE;5060;77340.484375;15284.6796875
MATO GROSSO;MT;CENTRO-OESTE;FIGUEIRÓPOLIS D'OESTE;3656;42954.46875;11749.03027344
MATO GROSSO;MT;CENTRO-OESTE;SÃO JOSÉ DO RIO CLARO;18637;270494.75;14513.86035156
MATO GROSSO;MT;CENTRO-OESTE;SÃO FÉLIX DO ARAGUAIA;11257;166486.0;14789.54980469
MATO GROSSO;MT;CENTRO-OESTE;VILA BELA DA SANTÍSSIMA TRINDADE;14523;193655.09375;13334.37011719
MATO GROSSO;MT;CENTRO-OESTE;SANTO AFONSO;2944;37953.6953125;12891.87988281
MATO GROSSO;MT;CENTRO-OESTE;SINOP;114051;1813363.25;15899.58007812
MATO GROSSO;MT;CENTRO-OESTE;NOVO SANTO ANTÔNIO;2325;18348.640625;7891.89013672
MATO GROSSO;MT;CENTRO-OESTE;RIO BRANCO;5208;44930.54296875;8627.21972656
MATO GROSSO;MT;CENTRO-OESTE;ALTO BOA VISTA;5475;53055.69140625;9690.54003906
MATO GROSSO;MT;CENTRO-OESTE;JACIARA;25922;382745.5625;14765.28027344
MATO GROSSO;MT;CENTRO-OESTE;ACORIZAL;5659;51665.796875;9129.84960938
MATO GROSSO;MT;CENTRO-OESTE;COMODORO;18974;232122.140625;12233.70019531
MATO GROSSO;MT;CENTRO-OESTE;CAMPINÁPOLIS;14301;113937.0703125;7967.06982422
MATO GROSSO;MT;CENTRO-OESTE;RIBEIRÃOZINHO;2194;32890.05078125;14990.91015625
MATO GROSSO;MT;CENTRO-OESTE;SORRISO;60028;2339762.25;38977.8515625
MATO GROSSO;MT;CENTRO-OESTE;SÃO JOSÉ DO POVO;3451;26840.12890625;7777.49023438
MATO GROSSO;MT;CENTRO-OESTE;NOVA NAZARÉ;2955;27923.3046875;9449.50976562
MATO GROSSO;MT;CENTRO-OESTE;UNIÃO DO SUL;4093;95659.96875;23371.59960938
MATO GROSSO;MT;CENTRO-OESTE;SALTO DO CÉU;3584;37381.26953125;10430.04003906
MATO GROSSO;MT;CENTRO-OESTE;CURVELÂNDIA;5039;37341.52734375;7410.5
MATO GROSSO;MT;CENTRO-OESTE;NOVO SÃO JOAQUIM;6985;223176.0625;31950.75976562
MATO GROSSO;MT;CENTRO-OESTE;CANARANA;18014;327445.53125;18177.27929688
MATO GROSSO;MT;CENTRO-OESTE;RONDOLÂNDIA;3484;68200.28125;19575.27929688
MATO GROSSO;MT;CENTRO-OESTE;POXORÉO;17758;287976.78125;16216.73046875
MATO GROSSO;MT;CENTRO-OESTE;SERRA NOVA DOURADA;1447;15962.53320312;11031.46972656
MATO GROSSO;MT;CENTRO-OESTE;MARCELÂNDIA;14473;289744.75;20019.6796875
MATO GROSSO;MT;CENTRO-OESTE;GUARANTÃ DO NORTE;32142;260428.75;8102.43994141
MATO GROSSO;MT;CENTRO-OESTE;ALTO GARÇAS;9550;250193.453125;26198.26953125
MATO GROSSO;MT;CENTRO-OESTE;NOSSA SENHORA DO LIVRAMENTO;12819;98371.2265625;7673.85986328
MATO GROSSO DO SUL;MS;CENTRO-OESTE;CORUMBÁ;99467;2715506.75;27300.58007812
MATO GROSSO DO SUL;MS;CENTRO-OESTE;ANASTÁCIO;23047;202939.390625;8805.45996094
MATO GROSSO DO SUL;MS;CENTRO-OESTE;SONORA;13334;258011.5625;19349.90039062
MATO GROSSO DO SUL;MS;CENTRO-OESTE;ALCINÓPOLIS;4515;92977.2265625;20592.9609375
MATO GROSSO DO SUL;MS;CENTRO-OESTE;ANGÉLICA;7465;133023.96875;17819.68945312
MATO GROSSO DO SUL;MS;CENTRO-OESTE;CAMAPUÃ;13532;231829.265625;17131.9296875
MATO GROSSO DO SUL;MS;CENTRO-OESTE;CARACOL;5320;74384.765625;13982.09960938
MATO GROSSO DO SUL;MS;CENTRO-OESTE;APARECIDA DO TABOADO;20623;349331.9375;16938.94921875
MATO GROSSO DO SUL;MS;CENTRO-OESTE;PONTA PORÃ;75941;821485.875;10817.41992188
MATO GROSSO DO SUL;MS;CENTRO-OESTE;AMAMBAI;34986;355782.875;10169.29003906
MATO GROSSO DO SUL;MS;CENTRO-OESTE;SIDROLÂNDIA;41261;568997.6875;13790.20996094
MATO GROSSO DO SUL;MS;CENTRO-OESTE;BELA VISTA;23726;224436.546875;9459.51953125
MATO GROSSO DO SUL;MS;CENTRO-OESTE;ANAURILÂNDIA;8697;106112.8203125;12201.08007812
MATO GROSSO DO SUL;MS;CENTRO-OESTE;JARDIM;24174;217905.640625;9014.04980469
MATO GROSSO DO SUL;MS;CENTRO-OESTE;PORTO MURTINHO;15527;227898.8125;14677.58007812
MATO GROSSO DO SUL;MS;CENTRO-OESTE;IVINHEMA;21067;215205.796875;10215.29980469
MATO GROSSO DO SUL;MS;CENTRO-OESTE;COXIM;32933;407916.5;12386.25
MATO GROSSO DO SUL;MS;CENTRO-OESTE;FIGUEIRÃO;3443;53627.80859375;15575.90039062
MATO GROSSO DO SUL;MS;CENTRO-OESTE;RIBAS DO RIO PARDO;20077;407836.15625;20313.59960938
MATO GROSSO DO SUL;MS;CENTRO-OESTE;CAMPO GRANDE;755107;11645484.0;15422.29980469
MATO GROSSO DO SUL;MS;CENTRO-OESTE;NAVIRAÍ;45627;693041.5625;15189.29003906
MATO GROSSO DO SUL;MS;CENTRO-OESTE;COSTA RICA;19228;414671.5;21566.01953125
MATO GROSSO DO SUL;MS;CENTRO-OESTE;LAGUNA CARAPÃ;6031;114866.703125;19046.05078125
MATO GROSSO DO SUL;MS;CENTRO-OESTE;MUNDO NOVO;16506;175220.859375;10615.58984375
MATO GROSSO DO SUL;MS;CENTRO-OESTE;RIO BRILHANTE;27903;600119.8125;21507.359375
MATO GROSSO DO SUL;MS;CENTRO-OESTE;TERENOS;15276;179690.8125;11762.95019531
MATO GROSSO DO SUL;MS;CENTRO-OESTE;MARACAJU;32492;776504.3125;23898.3203125
MATO GROSSO DO SUL;MS;CENTRO-OESTE;CASSILÂNDIA;21677;273076.90625;12597.54003906
MATO GROSSO DO SUL;MS;CENTRO-OESTE;NOVO HORIZONTE DO SUL;4932;52382.24609375;10620.88964844
MATO GROSSO DO SUL;MS;CENTRO-OESTE;BATAGUASSU;19596;357573.625;18247.27929688
MATO GROSSO DO SUL;MS;CENTRO-OESTE;ELDORADO;12421;121477.9609375;9780.04980469
MATO GROSSO DO SUL;MS;CENTRO-OESTE;CORGUINHO;4370;68084.109375;15579.88964844
MATO GROSSO DO SUL;MS;CENTRO-OESTE;DOURADINA;5075;46228.9140625;9109.15039062
MATO GROSSO DO SUL;MS;CENTRO-OESTE;BATAYPORÃ;10885;169988.34375;15616.75
MATO GROSSO DO SUL;MS;CENTRO-OESTE;JATEÍ;3895;73539.640625;18880.51953125
MATO GROSSO DO SUL;MS;CENTRO-OESTE;BONITO;17856;214122.734375;11991.63964844
MATO GROSSO DO SUL;MS;CENTRO-OESTE;ARAL MOREIRA;9679;208040.625;21494.01953125
MATO GROSSO DO SUL;MS;CENTRO-OESTE;BODOQUENA;8397;127829.984375;15223.29003906
MATO GROSSO DO SUL;MS;CENTRO-OESTE;LADÁRIO;18805;120052.109375;6384.04980469
MATO GROSSO DO SUL;MS;CENTRO-OESTE;ÁGUA CLARA;13879;331288.75;23869.7890625
MATO GROSSO DO SUL;MS;CENTRO-OESTE;SÃO GABRIEL DO OESTE;21650;596696.25;27561.02929688
MATO GROSSO DO SUL;MS;CENTRO-OESTE;JAPORÃ;7752;39353.12109375;5076.50976562
MATO GROSSO DO SUL;MS;CENTRO-OESTE;AQUIDAUANA;46515;453318.5625;9745.63964844
MATO GROSSO DO SUL;MS;CENTRO-OESTE;SETE QUEDAS;10955;83202.2109375;7594.91015625
MATO GROSSO DO SUL;MS;CENTRO-OESTE;TRÊS LAGOAS;89493;2014697.375;22512.34960938
MATO GROSSO DO SUL;MS;CENTRO-OESTE;CAARAPÓ;23696;359395.1875;15166.91015625
MATO GROSSO DO SUL;MS;CENTRO-OESTE;GUIA LOPES DA LAGUNA;10407;103997.7265625;9993.05957031
MATO GROSSO DO SUL;MS;CENTRO-OESTE;INOCÊNCIA;7501;141434.296875;18855.390625
MATO GROSSO DO SUL;MS;CENTRO-OESTE;BRASILÂNDIA;12538;197891.875;15783.37011719
MATO GROSSO DO SUL;MS;CENTRO-OESTE;JUTI;5569;60655.3515625;10891.61035156
MATO GROSSO DO SUL;MS;CENTRO-OESTE;TACURU;9554;94785.0703125;9920.98046875
MATO GROSSO DO SUL;MS;CENTRO-OESTE;BANDEIRANTES;6001;109730.15625;18285.31054688
MATO GROSSO DO SUL;MS;CENTRO-OESTE;MIRANDA;24838;223395.234375;8994.08984375
MATO GROSSO DO SUL;MS;CENTRO-OESTE;PARANHOS;11553;71293.5078125;6171.0
MATO GROSSO DO SUL;MS;CENTRO-OESTE;ANTÔNIO JOÃO;8734;154354.140625;17672.7890625
MATO GROSSO DO SUL;MS;CENTRO-OESTE;SELVÍRIA;6656;98676.78125;14825.24023438
MATO GROSSO DO SUL;MS;CENTRO-OESTE;NOVA ANDRADINA;45916;609136.6875;13266.33007812
MATO GROSSO DO SUL;MS;CENTRO-OESTE;NIOAQUE;15693;158079.828125;10073.26953125
MATO GROSSO DO SUL;MS;CENTRO-OESTE;RIO NEGRO;5054;55235.49609375;10929.0703125
MATO GROSSO DO SUL;MS;CENTRO-OESTE;FÁTIMA DO SUL;19332;161346.609375;8346.08984375
MATO GROSSO DO SUL;MS;CENTRO-OESTE;PARANAÍBA;40259;515595.65625;12806.96972656
MATO GROSSO DO SUL;MS;CENTRO-OESTE;DOIS IRMÃOS DO BURITI;9643;97025.5625;10061.75976562
MATO GROSSO DO SUL;MS;CENTRO-OESTE;ITAQUIRAÍ;17603;190196.3125;10804.76953125
MATO GROSSO DO SUL;MS;CENTRO-OESTE;JARAGUARI;5776;85222.7421875;14754.62988281
MATO GROSSO DO SUL;MS;CENTRO-OESTE;GLÓRIA DE DOURADOS;9894;93563.3828125;9456.58007812
MATO GROSSO DO SUL;MS;CENTRO-OESTE;ITAPORÃ;19390;230821.453125;11904.15039062
MATO GROSSO DO SUL;MS;CENTRO-OESTE;ROCHEDO;4480;80849.7578125;18046.8203125
MATO GROSSO DO SUL;MS;CENTRO-OESTE;IGUATEMI;15222;215600.4375;14163.74023438
MATO GROSSO DO SUL;MS;CENTRO-OESTE;VICENTINA;5783;60769.06640625;10508.23046875
MATO GROSSO DO SUL;MS;CENTRO-OESTE;PEDRO GOMES;8537;112090.9921875;13130.01953125
MATO GROSSO DO SUL;MS;CENTRO-OESTE;DEODÁPOLIS;11600;102620.125;8846.55957031
MATO GROSSO DO SUL;MS;CENTRO-OESTE;NOVA ALVORADA DO SUL;12673;239135.078125;18869.65039062
MATO GROSSO DO SUL;MS;CENTRO-OESTE;SANTA RITA DO PARDO;7454;146599.171875;19667.1796875
MATO GROSSO DO SUL;MS;CENTRO-OESTE;TAQUARUSSU;3165;46686.03125;14750.71972656
MATO GROSSO DO SUL;MS;CENTRO-OESTE;RIO VERDE DE MATO GROSSO;19216;226357.765625;11779.65039062
MATO GROSSO DO SUL;MS;CENTRO-OESTE;DOURADOS;189762;3003284.25;15826.58007812
MATO GROSSO DO SUL;MS;CENTRO-OESTE;CHAPADÃO DO SUL;17293;618489.0625;35765.28125
MATO GROSSO DO SUL;MS;CENTRO-OESTE;CORONEL SAPUCAIA;14569;88014.453125;6041.20996094
PERNAMBUCO;PE;NORDESTE;CACHOEIRINHA;18123;80433.8046875;4438.22021484
PERNAMBUCO;PE;NORDESTE;FERNANDO DE NORONHA;3108;26980.71484375;8681.04980469
PERNAMBUCO;PE;NORDESTE;ALAGOINHA;14913;57886.21484375;3881.59008789
PERNAMBUCO;PE;NORDESTE;BARRA DE GUABIRABA;13623;46595.87109375;3420.37988281
PERNAMBUCO;PE;NORDESTE;PALMARES;58819;387086.59375;6580.97998047
PERNAMBUCO;PE;NORDESTE;CABROBÓ;30432;188859.3125;6205.95019531
PERNAMBUCO;PE;NORDESTE;ANGELIM;10385;41266.19140625;3973.62988281
PERNAMBUCO;PE;NORDESTE;SANTA MARIA DO CAMBUCÁ;12942;48165.3125;3721.62988281
PERNAMBUCO;PE;NORDESTE;LAGOA DO OURO;12244;48624.8359375;3971.32006836
PERNAMBUCO;PE;NORDESTE;JOAQUIM NABUCO;16498;96163.34375;5828.79003906
PERNAMBUCO;PE;NORDESTE;SANTA CRUZ;14782;53805.15234375;3639.90991211
PERNAMBUCO;PE;NORDESTE;PETROLINA;281851;2283346.25;8101.25
PERNAMBUCO;PE;NORDESTE;BEZERROS;58354;285545.96875;4893.33984375
PERNAMBUCO;PE;NORDESTE;LIMOEIRO;57243;269157.125;4702.00976562
PERNAMBUCO;PE;NORDESTE;GOIANA;74424;634199.5625;8521.44042969
PERNAMBUCO;PE;NORDESTE;IGUARACI;12397;45478.7890625;3668.5300293
PERNAMBUCO;PE;NORDESTE;TACARATU;22231;70767.1484375;3183.26000977
PERNAMBUCO;PE;NORDESTE;ÁGUA PRETA;30792;127078.7265625;4127.0
PERNAMBUCO;PE;NORDESTE;VENTUROSA;16706;79114.109375;4735.66992188
PERNAMBUCO;PE;NORDESTE;LAGOA DO ITAENGA;20618;163927.328125;7950.68994141
PERNAMBUCO;PE;NORDESTE;CUPIRA;22783;92327.234375;4052.45996094
PERNAMBUCO;PE;NORDESTE;TUPARETAMA;8678;36445.796875;4199.79003906
PERNAMBUCO;PE;NORDESTE;CAMARAGIBE;143210;618538.0625;4319.10009766
PERNAMBUCO;PE;NORDESTE;ARARIPINA;79877;342256.96875;4284.79980469
PERNAMBUCO;PE;NORDESTE;ÁGUAS BELAS;39672;151340.671875;3814.80004883
PERNAMBUCO;PE;NORDESTE;TAMANDARÉ;18999;112841.03125;5939.31005859
PERNAMBUCO;PE;NORDESTE;SANTA MARIA DA BOA VISTA;41745;234438.703125;5615.97021484
PERNAMBUCO;PE;NORDESTE;PAULISTA;319373;1839665.75;5760.24023438
PERNAMBUCO;PE;NORDESTE;CAPOEIRAS;19936;82538.9375;4140.20019531
PERNAMBUCO;PE;NORDESTE;SÃO JOSÉ DO BELMONTE;34118;121956.0546875;3574.54003906
PERNAMBUCO;PE;NORDESTE;BELO JARDIM;74028;698774.375;9439.33007812
PERNAMBUCO;PE;NORDESTE;SAIRÉ;14194;61301.90234375;4318.85986328
PERNAMBUCO;PE;NORDESTE;NAZARÉ DA MATA;30185;189960.03125;6293.18994141
PERNAMBUCO;PE;NORDESTE;BOM JARDIM;40924;155675.359375;3804.01000977
PERNAMBUCO;PE;NORDESTE;CORRENTES;16686;69621.140625;4172.43017578
PERNAMBUCO;PE;NORDESTE;GRANITO;6955;31242.37304688;4492.06982422
PERNAMBUCO;PE;NORDESTE;SALGADINHO;8214;26129.82421875;3181.12988281
PERNAMBUCO;PE;NORDESTE;TACAIMBÓ;12273;50004.21484375;4074.33007812
PERNAMBUCO;PE;NORDESTE;JATOBÁ;14452;54845.26953125;3795.0
PERNAMBUCO;PE;NORDESTE;VERTENTE DO LÉRIO;7464;36315.22265625;4865.37988281
PERNAMBUCO;PE;NORDESTE;GLÓRIA DO GOITÁ;28289;100163.0703125;3540.70996094
PERNAMBUCO;PE;NORDESTE;FLORES;23034;78994.1953125;3429.45996094
PERNAMBUCO;PE;NORDESTE;CAMUTANGA;8214;111614.5859375;13588.33984375
PERNAMBUCO;PE;NORDESTE;IBIRAJUBA;7833;38436.953125;4907.04980469
PERNAMBUCO;PE;NORDESTE;ITACURUBA;4358;19219.95507812;4410.27001953
PERNAMBUCO;PE;NORDESTE;LAGOA DO CARRO;15230;59924.1796875;3934.61010742
PERNAMBUCO;PE;NORDESTE;SERRA TALHADA;80294;543937.5;6774.31982422
PERNAMBUCO;PE;NORDESTE;JATAÚBA;15365;59477.77734375;3870.98999023
PERNAMBUCO;PE;NORDESTE;SALGUEIRO;55435;315104.03125;5684.20996094
PERNAMBUCO;PE;NORDESTE;POMBOS;22120;106317.171875;4806.37988281
PERNAMBUCO;PE;NORDESTE;TRACUNHAÉM;13265;63237.58984375;4767.25
PERNAMBUCO;PE;NORDESTE;JOÃO ALFREDO;29875;121253.921875;4058.70996094
PERNAMBUCO;PE;NORDESTE;CHÃ GRANDE;17924;92091.6328125;5137.89990234
PERNAMBUCO;PE;NORDESTE;SÃO LOURENÇO DA MATA;99945;430601.3125;4308.37988281
PERNAMBUCO;PE;NORDESTE;SANHARÓ;18723;82603.203125;4411.85986328
PERNAMBUCO;PE;NORDESTE;CARNAUBEIRA DA PENHA;12451;44609.3125;3582.79003906
PERNAMBUCO;PE;NORDESTE;BELÉM DE MARIA;9703;37656.3515625;3880.89990234
PERNAMBUCO;PE;NORDESTE;IPOJUCA;75512;7082403.0;93791.75
PERNAMBUCO;PE;NORDESTE;PESQUEIRA;64454;290683.65625;4509.93994141
PERNAMBUCO;PE;NORDESTE;RIBEIRÃO;39317;211137.0625;5370.12011719
PERNAMBUCO;PE;NORDESTE;ITAPISSUMA;24406;558914.875;22900.72070312
PERNAMBUCO;PE;NORDESTE;CALÇADO;11619;54108.05078125;4656.85986328
PERNAMBUCO;PE;NORDESTE;SALOÁ;15547;62361.6015625;4011.16992188
PERNAMBUCO;PE;NORDESTE;CATENDE;35251;147808.4375;4193.02978516
PERNAMBUCO;PE;NORDESTE;PANELAS;25500;88732.6171875;3479.70996094
PERNAMBUCO;PE;NORDESTE;OLINDA;397268;2601107.5;6547.49023438
PERNAMBUCO;PE;NORDESTE;MANARI;18097;61100.4453125;3376.27001953
PERNAMBUCO;PE;NORDESTE;CALUMBI;7977;23538.6875;2950.82006836
PERNAMBUCO;PE;NORDESTE;MACHADOS;11802;45951.76171875;3893.56005859
PERNAMBUCO;PE;NORDESTE;AMARAJI;20509;89110.390625;4344.93994141
PERNAMBUCO;PE;NORDESTE;POÇÃO;11503;42065.83984375;3656.94995117
PERNAMBUCO;PE;NORDESTE;PEDRA;20788;121027.7890625;5822.0
PERNAMBUCO;PE;NORDESTE;PEDRA;20788;121027.7890625;5822.0
PERNAMBUCO;PE;NORDESTE;LAGOA DOS GATOS;15567;54602.00390625;3507.55004883
PERNAMBUCO;PE;NORDESTE;FERREIROS;11456;56014.265625;4889.50976562
PERNAMBUCO;PE;NORDESTE;SANTA FILOMENA;14694;45260.94140625;3080.22998047
PERNAMBUCO;PE;NORDESTE;SANTA TEREZINHA;10184;36137.47265625;3548.45996094
PERNAMBUCO;PE;NORDESTE;ALIANÇA;35235;158148.59375;4488.39013672
PERNAMBUCO;PE;NORDESTE;PALMEIRINA;8481;33307.78515625;3927.34008789
PERNAMBUCO;PE;NORDESTE;JUCATI;11086;51672.58984375;4661.06982422
PERNAMBUCO;PE;NORDESTE;AGRESTINA;22591;107200.359375;4745.27001953
PERNAMBUCO;PE;NORDESTE;TAQUARITINGA DO NORTE;22657;104318.1484375;4604.22998047
PERNAMBUCO;PE;NORDESTE;PETROLÂNDIA;32568;537801.375;16513.1796875
PERNAMBUCO;PE;NORDESTE;ABREU E LIMA;96266;747228.4375;7762.12011719
PERNAMBUCO;PE;NORDESTE;MOREILÂNDIA;10584;42880.90234375;4051.47998047
PERNAMBUCO;PE;NORDESTE;BUÍQUE;53272;251538.109375;4721.77001953
PERNAMBUCO;PE;NORDESTE;BONITO;40832;182380.953125;4466.62011719
PERNAMBUCO;PE;NORDESTE;VITÓRIA DE SANTO ANTÃO;126399;1023204.5625;8095.04003906
PERNAMBUCO;PE;NORDESTE;SIRINHAÉM;38610;217645.296875;5637.02001953
PERNAMBUCO;PE;NORDESTE;IGARASSU;100191;1057750.375;10557.33984375
PERNAMBUCO;PE;NORDESTE;TRIUNFO;15770;57674.40234375;3657.2199707
PERNAMBUCO;PE;NORDESTE;JUREMA;15552;60705.8203125;3903.40991211
PERNAMBUCO;PE;NORDESTE;XEXÉU;14887;57439.78125;3858.38989258
PERNAMBUCO;PE;NORDESTE;QUIXABA;7116;26894.39648438;3779.42993164
PERNAMBUCO;PE;NORDESTE;ILHA DE ITAMARACÁ;18658;94137.2109375;5045.41015625
PERNAMBUCO;PE;NORDESTE;PRIMAVERA;12364;68269.6796875;5521.64990234
PERNAMBUCO;PE;NORDESTE;ITAÍBA;27631;152252.21875;5510.20019531
PERNAMBUCO;PE;NORDESTE;LAJEDO;34809;168724.875;4847.16015625
PERNAMBUCO;PE;NORDESTE;SÃO JOAQUIM DO MONTE;21872;87932.0546875;4020.30004883
PERNAMBUCO;PE;NORDESTE;BUENOS AIRES;13675;51370.76171875;3756.55004883
PERNAMBUCO;PE;NORDESTE;IPUBI;27353;109918.828125;4018.5300293
PERNAMBUCO;PE;NORDESTE;SÃO JOSÉ DA COROA GRANDE;18555;72025.234375;3881.7199707
PERNAMBUCO;PE;NORDESTE;PARNAMIRIM;19850;89271.609375;4497.31005859
PERNAMBUCO;PE;NORDESTE;FREI MIGUELINHO;14855;52487.42578125;3533.32006836
PERNAMBUCO;PE;NORDESTE;BREJO DA MADRE DE DEUS;42250;161963.40625;3833.44995117
PERNAMBUCO;PE;NORDESTE;CONDADO;24403;98794.625;4048.45996094
PERNAMBUCO;PE;NORDESTE;SERRITA;18958;68741.2734375;3625.97998047
PERNAMBUCO;PE;NORDESTE;SURUBIM;56795;265122.8125;4668.06982422
PERNAMBUCO;PE;NORDESTE;JABOATÃO DOS GUARARAPES;687688;7068777.5;10279.04980469
PERNAMBUCO;PE;NORDESTE;RIO FORMOSO;21815;146614.40625;6720.81005859
